find_in_visits.site	find_in_visits.country	find_in_visits.source	find_in_visits.site2	find_in_visits.traffic_source	find_in_visits.landingpage	find_in_visits.sendingpage	find_in_visits.user	find_in_visits.pages	find_in_visits.timestamps	find_in_visits.year	find_in_visits.month	find_in_visits.day
o2.pl*	616	243	wp.pl	6	o2.pl/artykul/putin-zbroi-sie-na-potege-wyprzedzil-nawet-szejkow-6115409734834305a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["o2.pl/artykul/putin-zbroi-sie-na-potege-wyprzedzil-nawet-szejkow-6115409734834305a","o2.pl/hot","o2.pl/hot","o2.pl/artykul/putin-zbroi-sie-na-potege-wyprzedzil-nawet-szejkow-6115409734834305a"]	[1493049997000,1493050049000,1493050055000,1493050073000]	17	4	24
oocl.com*	616	243	shippingline.org	6	moc.oocl.com/party/cargotracking/ct_search_from_other_domain.jsf?ANONYMOUS_BEHAVIOR=BUILD_UP&domainName=PARTY_DOMAIN&ENTRY_TYPE=OOCL&ENTRY=MCC&ctSearchType=BL&ctShipmentNumber=2585076440	shippingline.org/track/?container=2585076440&line=oocl&type=bill	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["moc.oocl.com/party/cargotracking/ct_search_from_other_domain.jsf?ANONYMOUS_BEHAVIOR=BUILD_UP&domainName=PARTY_DOMAIN&ENTRY_TYPE=OOCL&ENTRY=MCC&ctSearchType=BL&ctShipmentNumber=2585076440","moc.oocl.com/party/cargotracking/ct_search_from_other_domain.jsf;jsessionid=8e7aea3d6b695a7ca388e773f3002d5213bfb9a22d8a9a8e24c522bf297a5117.e38NbxiLa3qOci0Oa3eQahmTaO0?ANONYMOUS_TOKEN=TVNHqJQdfukznrYOAFEbMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US"]	[1493049734000,1493049758000]	17	4	24
shippingline.org*	616	243	shipingline.org	5	shippingline.org	shipingline.org/freight/oocl/schedules	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["shippingline.org","shippingline.org/freight/OOCL","shippingline.org/track/?container=2585076440&line=oocl&type=bill"]	[1493049644000,1493049654000,1493049726000]	17	4	24
cinkciarz.pl*	616	243	kozak-diamonds.pl	5	cinkciarz.pl	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["cinkciarz.pl"]	[1493049550000]	17	4	24
ipko.pl*	616	243	kitco.com	5	ipko.pl	kitco.com	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["ipko.pl","ipko.pl/index.html","ipko.pl/index.html#home","ipko.pl/index.html#transactions/beneficiaries","ipko.pl/index.html#home","ipko.pl/logout.html"]	[1493033664000,1493033713000,1493033715000,1493033730000,1493033898000,1493033903000]	17	4	24
mf.gov.pl*	616	243	google.pl	1160	finanse.mf.gov.pl/pit/stawki-podatkowe	google.pl/search?client=opera&q=stawki+podatku+od+wycen&sourceid=opera&ie=UTF-8&oe=UTF-8#q=stawki+podatku+dochodowego++od+us%C5%82ug+wycen	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["finanse.mf.gov.pl/pit/stawki-podatkowe"]	[1493032668000]	17	4	24
e-podatnik.pl*	616	243	google.pl	1160	e-podatnik.pl/artykul/doradca_podatnika/1254/Uslugi_rzeczoznawstwa_a_VAT.html	google.pl/search?client=opera&q=stawki+podatku+od+wycen&sourceid=opera&ie=UTF-8&oe=UTF-8#q=stawki+podatku+od+us%C5%82ug+wycen	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["e-podatnik.pl/artykul/doradca_podatnika/1254/Uslugi_rzeczoznawstwa_a_VAT.html"]	[1493032490000]	17	4	24
interpretacja-podatkowa.pl*	616	243	google.pl	1160	interpretacja-podatkowa.pl/interpretacja/pokaz/1-_podatek-od-towarow-i-uslug-oraz-podatek-akcyzowy_/2-podatek-od-towarow-i-uslug/12098-stawki-podatku-uslugi-wyceny-wycena-nieruchomosci.html	google.pl/search?client=opera&q=stawki+podatku+od+wycen&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["interpretacja-podatkowa.pl/interpretacja/pokaz/1-_podatek-od-towarow-i-uslug-oraz-podatek-akcyzowy_/2-podatek-od-towarow-i-uslug/12098-stawki-podatku-uslugi-wyceny-wycena-nieruchomosci.html"]	[1493032414000]	17	4	24
gofin.pl*	616	243	google.pl	1160	wskazniki.gofin.pl/8,97,2,ryczalt-od-przychodow-ewidencjonowanych.html	google.pl/search?client=opera&q=stawki+podatku+dochodowego+przy+rycza%C5%82cie+od+przychod%C3%B3w+ewidencjonowanych+wynosz%C4%85&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wskazniki.gofin.pl/8,97,2,ryczalt-od-przychodow-ewidencjonowanych.html","klasyfikacje.gofin.pl/pkwiu/1,2,7369,uslugi-zwiazane-z-obsluga-rynku-nieruchomosci.html"]	[1493031395000,1493032597000]	17	4	24
infor.pl*	616	243	google.pl	1160	ksiegowosc.infor.pl/podatki/ryczalt/karta-podatkowa/225529,Zakres-uslug-jubilerskich-i-grawerskich-opodatkowanych-karta-podatkowa.html	google.pl/search?client=opera&q=opodatkowanie+us%C5%82ug+jubilerskich&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["ksiegowosc.infor.pl/podatki/ryczalt/karta-podatkowa/225529,Zakres-uslug-jubilerskich-i-grawerskich-opodatkowanych-karta-podatkowa.html"]	[1493031105000]	17	4	24
kozak-diamonds.pl*	616	243	cinkciarz.pl	5	kozak-diamonds.pl	cinkciarz.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kozak-diamonds.pl","kozak-diamonds.pl"]	[1493029494000,1493030564000]	17	4	24
bilion.com.pl*	616	243	kozak-diamonds.pl	5	bilion.com.pl	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["bilion.com.pl"]	[1493026989000]	17	4	24
wp.pl	616	243	kozak-diamonds.pl	5	wp.pl	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wp.pl"]	[1493054476000]	17	4	24
groupecat.pl	616	243	google.pl	1160	groupecat.pl/logistyka-magazynowa	google.pl/search?client=opera&q=system+aeo&sourceid=opera&ie=UTF-8&oe=UTF-8#q=magazyny+cat	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["groupecat.pl/logistyka-magazynowa"]	[1493054076000]	17	4	24
piekarnie.pl	616	243	google.pl	1160	piekarnie.pl/info.php?page=art_haccp&text=0	google.pl/search?client=opera&q=haccap+a+iso&sourceid=opera&ie=UTF-8&oe=UTF-8#q=krytyczne+punkty+kontroli+w+piekarni	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["piekarnie.pl/info.php?page=art_haccp&text=0"]	[1493053067000]	17	4	24
msmediagra.gov.in	616	243	google.pl	1160	msmediagra.gov.in/writereaddata/iso9frm.pdf	google.pl/search?client=opera&q=iso+a+haccap&sourceid=opera&ie=UTF-8&oe=UTF-8#q=iso+14001+a+haccap	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["msmediagra.gov.in/writereaddata/iso9frm.pdf"]	[1493052804000]	17	4	24
goldenline.pl	616	243	google.pl	1160	goldenline.pl/grupy/Przedsiebiorcy_biznesmeni/jakosc/czy-iso-22000-haccp,1941488	google.pl/search?client=opera&q=iso+a+haccap&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["goldenline.pl/grupy/Przedsiebiorcy_biznesmeni/jakosc/czy-iso-22000-haccp,1941488"]	[1493052648000]	17	4	24
google.pl	616	243	kitco.com	5	google.pl/search?client=opera&q=iso+a+haccap&sourceid=opera&ie=UTF-8&oe=UTF-8	kitco.com	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["google.pl/search?client=opera&q=iso+a+haccap&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=iso+a+haccap&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=iso+a+haccap&sourceid=opera&ie=UTF-8&oe=UTF-8#q=iso+14001+a+haccap","google.pl/search?client=opera&q=haccap+a+iso&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=haccap+a+iso&sourceid=opera&ie=UTF-8&oe=UTF-8#q=7+zasad+haccp","google.pl/search?client=opera&q=haccap+a+iso&sourceid=opera&ie=UTF-8&oe=UTF-8#q=krytyczne+punkty+kontroli+haccp+przyk%C5%82ady","google.pl/search?client=opera&q=haccap+a+iso&sourceid=opera&ie=UTF-8&oe=UTF-8#q=krytyczne+punkty+kontroli+w+piekarni","google.pl/search?client=opera&q=haccap+a+iso&sourceid=opera&ie=UTF-8&oe=UTF-8#q=krytyczne+punkty+kontroli+w+piekarni","google.pl/search?client=opera&q=system+aeo&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=system+aeo&sourceid=opera&ie=UTF-8&oe=UTF-8#q=system+sqas","google.pl/search?client=opera&q=system+aeo&sourceid=opera&ie=UTF-8&oe=UTF-8#q=magazyny+cat"]	[1493052593000,1493052744000,1493052756000,1493052907000,1493052951000,1493053006000,1493053038000,1493053444000,1493053904000,1493053928000,1493054064000]	17	4	24
kitco.com	616	243	cinkciarz.pl	5	kitco.com	cinkciarz.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kitco.com"]	[1493052589000]	17	4	24
komorkomania.pl	616	243	wp.pl	6	komorkomania.pl/34535,samsung-galaxy-j3-2017-specyfikacja	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["komorkomania.pl/34535,samsung-galaxy-j3-2017-specyfikacja"]	[1493051042000]	17	4	24
autokult.pl	616	243	wp.pl	6	autokult.pl/29600,manualne-przekladnie-w-przyszlych-bmw-m-nie-jestem-pewien	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["autokult.pl/29600,manualne-przekladnie-w-przyszlych-bmw-m-nie-jestem-pewien","autokult.pl/29597,samochodem-przez-pustynie-namib-przygotowania-czesc-2"]	[1493050844000,1493050996000]	17	4	24
wawalove.pl	616	243	wp.pl	6	wawalove.pl/Brutalna-bojka-mlodziezy-z-ochrona-sklepu-Zatrzymano-5-osob-a26111	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wawalove.pl/Brutalna-bojka-mlodziezy-z-ochrona-sklepu-Zatrzymano-5-osob-a26111"]	[1493050575000]	17	4	24
money.pl	616	243	wp.pl	6	money.pl/gospodarka/wiadomosci/artykul/ceny-gazu-gazoport-katar-gaz-skroplony,48,0,2305328.html	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["money.pl/gospodarka/wiadomosci/artykul/ceny-gazu-gazoport-katar-gaz-skroplony,48,0,2305328.html","money.pl/gospodarka/wiadomosci/artykul/elektrocieplownia-gazowa-torun,32,0,2304288.html","money.pl/gielda/wiadomosci/artykul/reforma-podatkowa-donalda-trumpa-wall-street,194,0,2304706.html"]	[1493050488000,1493050637000,1493050781000]	17	4	24
o2.pl	616	243	wp.pl	6	o2.pl/artykul/putin-zbroi-sie-na-potege-wyprzedzil-nawet-szejkow-6115409734834305a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["o2.pl/artykul/putin-zbroi-sie-na-potege-wyprzedzil-nawet-szejkow-6115409734834305a","o2.pl/hot","o2.pl/hot","o2.pl/artykul/putin-zbroi-sie-na-potege-wyprzedzil-nawet-szejkow-6115409734834305a"]	[1493049997000,1493050049000,1493050055000,1493050073000]	17	4	24
sportowefakty.wp.pl	616	243	wp.pl	6	sportowefakty.wp.pl/zuzel/682628/dobre-wiesci-ze-szpitala-w-bydgoszczy-tomasz-gollob-we-wtorek-ma-byc-wybudzany	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["sportowefakty.wp.pl/zuzel/682628/dobre-wiesci-ze-szpitala-w-bydgoszczy-tomasz-gollob-we-wtorek-ma-byc-wybudzany"]	[1493049962000]	17	4	24
moc.oocl.com	616	243	shippingline.org	6	moc.oocl.com/party/cargotracking/ct_search_from_other_domain.jsf?ANONYMOUS_BEHAVIOR=BUILD_UP&domainName=PARTY_DOMAIN&ENTRY_TYPE=OOCL&ENTRY=MCC&ctSearchType=BL&ctShipmentNumber=2585076440	shippingline.org/track/?container=2585076440&line=oocl&type=bill	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["moc.oocl.com/party/cargotracking/ct_search_from_other_domain.jsf?ANONYMOUS_BEHAVIOR=BUILD_UP&domainName=PARTY_DOMAIN&ENTRY_TYPE=OOCL&ENTRY=MCC&ctSearchType=BL&ctShipmentNumber=2585076440","moc.oocl.com/party/cargotracking/ct_search_from_other_domain.jsf;jsessionid=8e7aea3d6b695a7ca388e773f3002d5213bfb9a22d8a9a8e24c522bf297a5117.e38NbxiLa3qOci0Oa3eQahmTaO0?ANONYMOUS_TOKEN=TVNHqJQdfukznrYOAFEbMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US"]	[1493049734000,1493049758000]	17	4	24
i-apteka.pl	616	243	google.pl	1160	i-apteka.pl/product-pol-47191-TRIDERM-masc.html	google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["i-apteka.pl/product-pol-47191-TRIDERM-masc.html"]	[1491487433000]	17	4	6
lekinfo24.pl	616	243	google.pl	1160	lekinfo24.pl/lek/Triderm.html	google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["lekinfo24.pl/lek/Triderm.html"]	[1491487368000]	17	4	6
osoz.pl	616	243	google.pl	1160	osoz.pl/osoz-www/leki/szczegoly/777542529_Triderm	google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["osoz.pl/osoz-www/leki/szczegoly/777542529_Triderm"]	[1491487343000]	17	4	6
youtube.com	616	243	kozak-diamonds.pl	5	youtube.com/?hl=pl&gl=PL	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["youtube.com/?hl=pl&gl=PL","youtube.com/results?search_query=jerzy+ja%C5%9Bkowski+%C5%9Bwiat+jest+inny","youtube.com/watch?v=6tJ1fxVbbDs"]	[1491470355000,1491470381000,1491470394000]	17	4	6
wp.pl*	616	243	kozak-diamonds.pl	5	wp.pl	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wp.pl","sportowefakty.wp.pl/pilka-nozna/678105/dla-roberta-lewandowskiego-niemozliwe-nie-istnieje-czas-na-detronizacje-messiego","wp.pl","teleshow.wp.pl/internauci-oburzeni-reklama-pepsi-z-kendall-jenner-skandalicznie-plytki-spot-6108828249303169a","wp.pl","kobieta.wp.pl/co-widzisz-na-tym-zdjeciu-polka-zrobila-selfie-ktore-porusza-swiat-6108683145586817a","wp.pl","sportowefakty.wp.pl/siatkowka/678104/wilfredo-leon-nazywaja-mnie-zdrajca-ale-nie-uwazam-sie-za-zdrajce","wp.pl","sportowefakty.wp.pl/sportowybar/678269/o-tym-gescie-messiego-mowi-caly-swiat-wiemy-co-gwiazdor-chcial-przekazac","wp.pl","wiadomosci.wp.pl/nowe-nagrania-po-katastrofie-smolenskiej-cytaty-szokuja-6109013269190273a","wp.pl","wiadomosci.wp.pl/sedziowie-dadza-sobie-politycznie-zlamac-kregoslupy-ostra-wymiana-zdan-w-dziendobrywp-6109025016993921a"]	[1491469739000,1491469763000,1491469837000,1491469871000,1491469956000,1491469971000,1491470011000,1491470036000,1491470079000,1491470100000,1491470145000,1491470155000,1491470228000,1491470242000]	17	4	6
google.pl*	616	243	youtube.com	5	google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8	youtube.com/watch?v=ZRA-PpgOg5E	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8"]	[1491487237000,1491487261000,1491487335000,1491487361000,1491487383000,1491487421000]	17	4	6
doz.pl*	616	243	google.pl	1160	doz.pl/apteka/p6152-Triderm_krem_15_g_w_tubie	google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["doz.pl/apteka/p6152-Triderm_krem_15_g_w_tubie"]	[1491487246000]	17	4	6
youtube.com*	616	243	kozak-diamonds.pl	5	youtube.com/?hl=pl&gl=PL	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["youtube.com/?hl=pl&gl=PL","youtube.com/results?search_query=jerzy+ja%C5%9Bkowski+%C5%9Bwiat+jest+inny","youtube.com/watch?v=6tJ1fxVbbDs"]	[1491470355000,1491470381000,1491470394000]	17	4	6
wiadomosci.wp.pl#	616	243	wp.pl	6	wiadomosci.wp.pl/nowe-nagrania-po-katastrofie-smolenskiej-cytaty-szokuja-6109013269190273a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wiadomosci.wp.pl/nowe-nagrania-po-katastrofie-smolenskiej-cytaty-szokuja-6109013269190273a","wiadomosci.wp.pl/sedziowie-dadza-sobie-politycznie-zlamac-kregoslupy-ostra-wymiana-zdan-w-dziendobrywp-6109025016993921a"]	[1491470155000,1491470242000]	17	4	6
sportowefakty.wp.pl#	616	243	wp.pl	6	sportowefakty.wp.pl/pilka-nozna/678105/dla-roberta-lewandowskiego-niemozliwe-nie-istnieje-czas-na-detronizacje-messiego	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["sportowefakty.wp.pl/pilka-nozna/678105/dla-roberta-lewandowskiego-niemozliwe-nie-istnieje-czas-na-detronizacje-messiego","sportowefakty.wp.pl/siatkowka/678104/wilfredo-leon-nazywaja-mnie-zdrajca-ale-nie-uwazam-sie-za-zdrajce","sportowefakty.wp.pl/sportowybar/678269/o-tym-gescie-messiego-mowi-caly-swiat-wiemy-co-gwiazdor-chcial-przekazac"]	[1491469763000,1491470036000,1491470100000]	17	4	6
kobieta.wp.pl#	616	243	wp.pl	6	kobieta.wp.pl/co-widzisz-na-tym-zdjeciu-polka-zrobila-selfie-ktore-porusza-swiat-6108683145586817a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kobieta.wp.pl/co-widzisz-na-tym-zdjeciu-polka-zrobila-selfie-ktore-porusza-swiat-6108683145586817a"]	[1491469971000]	17	4	6
teleshow.wp.pl#	616	243	wp.pl	6	teleshow.wp.pl/internauci-oburzeni-reklama-pepsi-z-kendall-jenner-skandalicznie-plytki-spot-6108828249303169a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["teleshow.wp.pl/internauci-oburzeni-reklama-pepsi-z-kendall-jenner-skandalicznie-plytki-spot-6108828249303169a"]	[1491469871000]	17	4	6
youtube.com*	616	243	NULL	5	youtube.com/watch?v=YqI5vy2ksBM	NULL	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["youtube.com/watch?v=YqI5vy2ksBM","youtube.com/watch?v=5nWZXkg0v-E","youtube.com/watch?v=yD33uQ5afwM"]	[1491495806000,1491496294000,1491496559000]	17	4	6
i-apteka.pl*	616	243	google.pl	1160	i-apteka.pl/product-pol-47191-TRIDERM-masc.html	google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["i-apteka.pl/product-pol-47191-TRIDERM-masc.html"]	[1491487433000]	17	4	6
leki-opinie.pl*	616	243	google.pl	1160	leki-opinie.pl/triderm-krem-masc	google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["leki-opinie.pl/triderm-krem-masc"]	[1491487266000]	17	4	6
osoz.pl*	616	243	google.pl	1160	osoz.pl/osoz-www/leki/szczegoly/777542529_Triderm	google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["osoz.pl/osoz-www/leki/szczegoly/777542529_Triderm"]	[1491487343000]	17	4	6
lekinfo24.pl*	616	243	google.pl	1160	lekinfo24.pl/lek/Triderm.html	google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["lekinfo24.pl/lek/Triderm.html"]	[1491487368000]	17	4	6
youtube.com	616	243	NULL	5	youtube.com/watch?v=ZRA-PpgOg5E	NULL	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["youtube.com/watch?v=ZRA-PpgOg5E"]	[1491475801000]	17	4	6
sprawdzlek.pl*	616	243	google.pl	1160	zamienniki.sprawdzlek.pl/triderm	google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["zamienniki.sprawdzlek.pl/triderm"]	[1491487389000]	17	4	6
zamienniki.sprawdzlek.pl	616	243	google.pl	1160	zamienniki.sprawdzlek.pl/triderm	google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["zamienniki.sprawdzlek.pl/triderm"]	[1491487389000]	17	4	6
youtube.com*	616	243	NULL	5	youtube.com/watch?v=ZRA-PpgOg5E	NULL	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["youtube.com/watch?v=ZRA-PpgOg5E"]	[1491475801000]	17	4	6
leki-opinie.pl	616	243	google.pl	1160	leki-opinie.pl/triderm-krem-masc	google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["leki-opinie.pl/triderm-krem-masc"]	[1491487266000]	17	4	6
doz.pl	616	243	google.pl	1160	doz.pl/apteka/p6152-Triderm_krem_15_g_w_tubie	google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["doz.pl/apteka/p6152-Triderm_krem_15_g_w_tubie"]	[1491487246000]	17	4	6
google.pl	616	243	youtube.com	5	google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8	youtube.com/watch?v=ZRA-PpgOg5E	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8"]	[1491487237000,1491487261000,1491487335000,1491487361000,1491487383000,1491487421000]	17	4	6
wiadomosci.wp.pl	616	243	wp.pl	6	wiadomosci.wp.pl/nowe-nagrania-po-katastrofie-smolenskiej-cytaty-szokuja-6109013269190273a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wiadomosci.wp.pl/nowe-nagrania-po-katastrofie-smolenskiej-cytaty-szokuja-6109013269190273a","wiadomosci.wp.pl/sedziowie-dadza-sobie-politycznie-zlamac-kregoslupy-ostra-wymiana-zdan-w-dziendobrywp-6109025016993921a"]	[1491470155000,1491470242000]	17	4	6
kobieta.wp.pl	616	243	wp.pl	6	kobieta.wp.pl/co-widzisz-na-tym-zdjeciu-polka-zrobila-selfie-ktore-porusza-swiat-6108683145586817a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kobieta.wp.pl/co-widzisz-na-tym-zdjeciu-polka-zrobila-selfie-ktore-porusza-swiat-6108683145586817a"]	[1491469971000]	17	4	6
teleshow.wp.pl	616	243	wp.pl	6	teleshow.wp.pl/internauci-oburzeni-reklama-pepsi-z-kendall-jenner-skandalicznie-plytki-spot-6108828249303169a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["teleshow.wp.pl/internauci-oburzeni-reklama-pepsi-z-kendall-jenner-skandalicznie-plytki-spot-6108828249303169a"]	[1491469871000]	17	4	6
sportowefakty.wp.pl	616	243	wp.pl	6	sportowefakty.wp.pl/pilka-nozna/678105/dla-roberta-lewandowskiego-niemozliwe-nie-istnieje-czas-na-detronizacje-messiego	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["sportowefakty.wp.pl/pilka-nozna/678105/dla-roberta-lewandowskiego-niemozliwe-nie-istnieje-czas-na-detronizacje-messiego","sportowefakty.wp.pl/siatkowka/678104/wilfredo-leon-nazywaja-mnie-zdrajca-ale-nie-uwazam-sie-za-zdrajce","sportowefakty.wp.pl/sportowybar/678269/o-tym-gescie-messiego-mowi-caly-swiat-wiemy-co-gwiazdor-chcial-przekazac"]	[1491469763000,1491470036000,1491470100000]	17	4	6
wp.pl	616	243	kozak-diamonds.pl	5	wp.pl	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl"]	[1491469739000,1491469837000,1491469956000,1491470011000,1491470079000,1491470145000,1491470228000]	17	4	6
zamienniki.sprawdzlek.pl#	616	243	google.pl	1160	zamienniki.sprawdzlek.pl/triderm	google.pl/search?client=opera&q=triderm+cena&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["zamienniki.sprawdzlek.pl/triderm"]	[1491487389000]	17	4	6
youtube.com	616	243	NULL	5	youtube.com/watch?v=YqI5vy2ksBM	NULL	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["youtube.com/watch?v=YqI5vy2ksBM","youtube.com/watch?v=5nWZXkg0v-E","youtube.com/watch?v=yD33uQ5afwM"]	[1491495806000,1491496294000,1491496559000]	17	4	6
